coment;puntuation
"El Mass Effect: Andromeda es una vergüenza, con personajes sin vida, animaciones extrañas y una historia sin sentido. Es una mancha en la reputación de la franquicia Mass Effect.";1
"El WWE 2K14 es un retroceso, con un modo de juego deslucido, animaciones extrañas y una falta de mejora significativa. Es una decepción para los fans de la serie.";1
"El Star Wars: The Force Unleashed es un fiasco, con una historia corta, controles deficientes y una falta de innovación. Es una oportunidad perdida para un juego de Star Wars emocionante.";1
"El Fallout 4 es una traición, con gráficos desfasados, decisiones de diálogo simplificadas y una historia que no cumple con las expectativas. Es una desilusión para los fans.";1
"El Sonic Boom: Rise of Lyric es una catástrofe, con gráficos mediocres, controles imprecisos y una historia sin sentido. Es un punto bajo para la querida mascota de SEGA.";1
"El Battlefield V es una decepción, con mapas aburridos, una falta de contenido y un enfoque en microtransacciones. Es una mancha en la reputación de la serie.";1
"El Diablo III en su lanzamiento fue un desastre, con servidores caídos, errores constantes y una falta de respeto hacia los jugadores. Es un retroceso en comparación con la calidad de la serie.";1
"El No Man's Sky en su lanzamiento fue un engaño, con promesas rotas, un mundo vacío y una falta total de dirección. Es una traición para aquellos que esperaban una experiencia épica de exploración espacial.";1
"El Star Wars: The Old Republic es una desilusión, con una jugabilidad aburrida, decisiones de diseño cuestionables y una falta de innovación en el género MMO. Es un fracaso para la rica historia de Star Wars.";1
"El Tony Hawk's Pro Skater HD es una decepción, con controles imprecisos, una selección de niveles limitada y una falta de la magia de los originales. Es una oportunidad perdida para revivir la serie.";1
"El WWE 2K13 es un retroceso, con animaciones extrañas, una falta de innovación y un modo de juego deslucido. Es una decepción para los fanáticos de la lucha libre que esperaban mejoras significativas.";1
"El Star Wars: Battlefront (2015) es un fracaso, con un contenido escaso, mapas aburridos y una falta de profundidad. Es un retroceso en comparación con los títulos anteriores de la serie.";1
"El Fallout 76 es una catástrofe, con gráficos desfasados, bugs constantes y una falta de respeto hacia los jugadores. Es un insulto a los fans de la franquicia y a los juegos de rol en general.";1
"El WWE 2K20 es una vergüenza, con modelos de personajes deformes, animaciones ridículas y una jugabilidad inconsistente. Es una mancha en la reputación de la serie.";1
"El Marvel's Avengers es un desastre, con un diseño de personajes cuestionable, misiones repetitivas y una falta de contenido interesante. Es una oportunidad desperdiciada para la franquicia.";1
"El Star Wars: Battlefront II (2017) es una vergüenza, con microtransacciones invasivas, progresión lenta y un desequilibrio en el juego. Es un insulto a los fans de Star Wars y a los jugadores en general.";1
"El Fallout 4 es una traición, con gráficos desfasados, decisiones de diálogo simplificadas y una historia que no cumple con las expectativas. Es una desilusión para los fans.";1
"El The Elder Scrolls Online es una decepción, con mecánicas de juego aburridas, una falta de innovación y un mundo MMO genérico. Es una oportunidad perdida para expandir la rica historia de la serie.";1
"El Sonic Forces es una catástrofe, con diseño de niveles aburridos, controles imprecisos y una falta de creatividad. Es una mancha en el legado de Sonic.";1
"El WWE 2K18 es un fiasco, con modelos de personajes extraños, animaciones ridículas y una falta de innovación. Es una decepción para los fans de la serie.";1
"El Anthem es un fracaso total, con un mundo vacío, mecánicas aburridas y una historia sin sentido. Es un ejemplo de cómo no crear un juego de mundo abierto.";1
"El WWE 2K19 es un desastre, con modelos de personajes extraños, animaciones ridículas y una falta de innovación. Es una mancha en la reputación de la serie.";1
"El Mass Effect 3 es una traición a la trilogía, con un final decepcionante, decisiones sin sentido y una falta de coherencia. Es un punto bajo en una serie que solía destacar por su narrativa.";1
"El Star Wars: Battlefront II (2017) es un insulto, con microtransacciones invasivas, progresión lenta y un desequilibrio en el juego. Es un golpe bajo para los fans de Star Wars y para la industria de los videojuegos.";1
"El Fallout 76 es un desastre técnico, lleno de bugs, gráficos desfasados y una falta de dirección. Es un insulto a los fans de la franquicia y a los juegos de rol en general.";1
"El Fallout Shelter es una pérdida de tiempo, con mecánicas repetitivas, microtransacciones invasivas y una falta de desafío. Es un insulto a los fans de la franquicia Fallout.";1
"El The Elder Scrolls: Blades es un fracaso, con mecánicas de juego aburridas, un sistema de energía molesto y una falta de profundidad. Es un golpe bajo para los fans de la serie.";1
"El Sonic the Hedgehog (2006) es un desastre, con gráficos terribles, controles defectuosos y una historia que no tiene sentido. Es un punto bajo para la icónica mascota de SEGA.";1
"El Aliens: Fireteam Elite es una decepción, con una jugabilidad monótona, enemigos poco inspirados y una falta de innovación. Es una oportunidad perdida para la franquicia Alien.";1
"El FIFA 21 es una estafa, con pocos cambios significativos, microtransacciones invasivas y una falta de innovación. Es una bofetada para los fanáticos del fútbol que esperan mejoras reales.";1
"El Call of Duty: Ghosts es una decepción, con una trama genérica, mapas poco inspirados y una falta de innovación. Es un retroceso en comparación con entregas anteriores de la serie.";1
"El Diablo Immortal es un error, con un enfoque equivocado en dispositivos móviles, microtransacciones molestas y una falta de respeto hacia la comunidad de jugadores. Es una vergüenza para la franquicia.";1
"El The Elder Scrolls V: Skyrim es una desilusión, con gráficos desfasados, bugs constantes y una falta de mejoras significativas. Es una sombra en comparación con la calidad del juego original.";1
"El Star Wars Jedi: Fallen Order es una decepción, con una historia predecible, combate monótono y una falta de originalidad. Es un retroceso en comparación con otros juegos de Star Wars.";1
"El Anthem es un desastre, con un diseño de mundo aburrido, misiones repetitivas y una falta de identidad. Es un ejemplo de cómo no crear un juego de acción en línea.";1
"El WWE 2K16 es un fiasco, con modelos de personajes extraños, animaciones ridículas y una falta de mejora significativa. Es una mancha en la reputación de la serie.";1
"El Star Wars: Battlefront (2015) es una oportunidad perdida, con un contenido escaso, mapas aburridos y una falta de profundidad. Es un retroceso en comparación con los títulos anteriores de la serie.";1
"El Fallout Shelter es una pérdida de tiempo, con mecánicas repetitivas, microtransacciones invasivas y una falta de desafío. Es un insulto a los fans de la franquicia Fallout.";1
"El Mass Effect: Andromeda es una vergüenza, con personajes sin vida, animaciones extrañas y una historia sin sentido. Es una mancha en la reputación de la franquicia Mass Effect.";1
"El WWE 2K14 es un retroceso, con un modo de juego deslucido, animaciones extrañas y una falta de mejora significativa. Es una decepción para los fans de la serie.";1
"El Star Wars: The Force Unleashed II es una continuación decepcionante, con una historia corta, decisiones sin sentido y una falta de innovación. Es un paso atrás en comparación con el original.";1
"El Anthem es un desastre, con un diseño de mundo aburrido, misiones repetitivas y una falta de identidad. Es un ejemplo de cómo no crear un juego de acción en línea.";1
"El WWE 2K16 es un fiasco, con modelos de personajes extraños, animaciones ridículas y una falta de mejora significativa. Es una mancha en la reputación de la serie.";1
"El Star Wars: Battlefront (2015) es una oportunidad perdida, con un contenido escaso, mapas aburridos y una falta de profundidad. Es un retroceso en comparación con los títulos anteriores de la serie.";1
"El Fallout Shelter es una pérdida de tiempo, con mecánicas repetitivas, microtransacciones invasivas y una falta de desafío. Es un insulto a los fans de la franquicia Fallout.";1
"El Mass Effect: Andromeda es una vergüenza, con personajes sin vida, animaciones extrañas y una historia sin sentido. Es una mancha en la reputación de la franquicia Mass Effect.";1
"El WWE 2K14 es un retroceso, con un modo de juego deslucido, animaciones extrañas y una falta de mejora significativa. Es una decepción para los fans de la serie.";1
"El Star Wars: The Force Unleashed II es una continuación decepcionante, con una historia corta, decisiones sin sentido y una falta de innovación. Es un paso atrás en comparación con el original.";1
"El Anthem es un desastre, con un diseño de mundo aburrido, misiones repetitivas y una falta de identidad. Es un ejemplo de cómo no crear un juego de acción en línea.";1
"El WWE 2K16 es un fiasco, con modelos de personajes extraños, animaciones ridículas y una falta de mejora significativa. Es una mancha en la reputación de la serie.";1
"El Star Wars: Battlefront (2015) es una oportunidad perdida, con un contenido escaso, mapas aburridos y una falta de profundidad. Es un retroceso en comparación con los títulos anteriores de la serie.";1
"El Fallout Shelter es una pérdida de tiempo, con mecánicas repetitivas, microtransacciones invasivas y una falta de desafío. Es un insulto a los fans de la franquicia Fallout.";1
"El Mass Effect: Andromeda es una vergüenza, con personajes sin vida, animaciones extrañas y una historia sin sentido. Es una mancha en la reputación de la franquicia Mass Effect.";1
"El WWE 2K14 es un retroceso, con un modo de juego deslucido, animaciones extrañas y una falta de mejora significativa. Es una decepción para los fans de la serie.";1
"El Star Wars: The Force Unleashed II es una continuación decepcionante, con una historia corta, decisiones sin sentido y una falta de innovación. Es un paso atrás en comparación con el original.";1
"El Anthem es un desastre, con un diseño de mundo aburrido, misiones repetitivas y una falta de identidad. Es un ejemplo de cómo no crear un juego de acción en línea.";1
"El WWE 2K16 es un fiasco, con modelos de personajes extraños, animaciones ridículas y una falta de mejora significativa. Es una mancha en la reputación de la serie.";1
"El Battlefield V es un fracaso total, con mapas aburridos, falta de innovación y un sistema de progresión frustrante. Es una vergüenza para la serie.";1
"El Fallout: New Vegas es un desastre, con gráficos obsoletos, misiones tediosas y una falta total de originalidad. Es una mancha en la reputación de la franquicia.";1
"El The Sims 4 es una decepción, con contenido recortado, microtransacciones invasivas y una falta de mejoras significativas. Es un retroceso en comparación con entregas anteriores.";1
"El Call of Duty: Black Ops III es un fiasco, con una historia confusa, mapas poco inspirados y una falta de dirección. Es una oportunidad perdida para la serie.";1
"El FIFA 21 es una estafa, con pocos cambios significativos, microtransacciones invasivas y una falta de innovación. Es una bofetada para los fanáticos del fútbol que esperan mejoras reales.";1
"El The Elder Scrolls Online es una aberración, con un mundo MMO sin vida, misiones repetitivas y una falta de profundidad. Es un retroceso para la serie.";1
"El Dragon Age II es una decepción, con un mundo sin exploración, personajes olvidables y una falta de elecciones significativas. Es una mancha en la reputación de BioWare.";1
"El Far Cry Primal es un desastre, con un mundo vacío, mecánicas repetitivas y una falta total de innovación. Es una vergüenza para la serie.";1
"El NBA 2K20 es un fracaso, con modelos de personajes extraños, animaciones ridículas y una falta de innovación. Es una mancha en la reputación de la serie.";1
"El Watch Dogs es una oportunidad perdida, con una premisa emocionante pero una ejecución desigual, controles deficientes y una falta de coherencia. Es un golpe bajo para Ubisoft.";1
"El Star Wars: The Old Republic es un MMO deslucido, con una jugabilidad aburrida, una historia sin chispa y una falta de contenido emocionante. Es un retroceso para la franquicia.";1
"El Fallout 76 es un desastre técnico, con gráficos desfasados, misiones aburridas y una jugabilidad llena de problemas. Es una vergüenza para la franquicia.";1
"El Marvel's Avengers es una decepción, con un diseño de personajes cuestionable, misiones repetitivas y una falta de identidad. Es una mancha en el legado de los superhéroes.";1
"El Need for Speed: Payback es una farsa, con una historia tonta, microtransacciones invasivas y una falta de innovación. Es una bofetada para los fans de la velocidad.";1
"El Fallout 4 es una traición, con gráficos desfasados, decisiones de diálogo simplificadas y una historia que no cumple con las expectativas. Es una desilusión para los fans.";1
"El No Man's Sky es un engaño, con promesas rotas, un universo vacío y una falta total de contenido interesante. Es una mancha en la industria de los videojuegos.";1
"El Mass Effect: Andromeda es una vergüenza, con personajes sin vida, animaciones extrañas y una historia sin sentido. Es una mancha en la reputación de la franquicia.";1
"El Anthem es un fracaso total, con un mundo vacío, mecánicas aburridas y una historia sin sentido. Es un ejemplo de cómo no crear un juego de mundo abierto.";1
"El WWE 2K15 es un retroceso, con modelos de personajes deformes, animaciones extrañas y una jugabilidad inconsistente. Es una mancha en la reputación de la serie.";1
"El Star Wars: Battlefront II (2017) es una vergüenza, con microtransacciones invasivas, progresión lenta y un desequilibrio en el juego. Es un insulto a los fans de Star Wars y a los jugadores en general.";1
"El Fallout: Brotherhood of Steel es una aberración, con gráficos mediocres, controles deficientes y una historia que no tiene conexión con la serie principal. Es un ejemplo de cómo no expandir una franquicia.";1
"El The Sims 3 es una decepción, con expansiones costosas, problemas de rendimiento y una falta de innovación. Es un retroceso en comparación con entregas anteriores.";1
"El WWE 2K18 es un desastre técnico, con modelos de personajes extraños, animaciones ridículas y una jugabilidad inconsistente. Es una mancha en la reputación de la serie.";1
"El Mass Effect 3 es una traición a la trilogía, con un final decepcionante, decisiones sin sentido y una falta de coherencia. Es un punto bajo en una serie que solía destacar por su narrativa.";1
"El Star Wars: Battlefront (2015) es una oportunidad perdida, con un contenido escaso, mapas aburridos y una falta de profundidad. Es un retroceso en comparación con los títulos anteriores de la serie.";1
"El Diablo Immortal es un error, con un enfoque equivocado en dispositivos móviles, microtransacciones molestas y una falta de respeto hacia la comunidad de jugadores. Es una vergüenza para la franquicia.";1
"El FIFA 20 es una estafa, con pocos cambios significativos, microtransacciones invasivas y una falta de innovación. Es una bofetada para los fanáticos del fútbol que esperan mejoras reales.";1
"El Assassin's Creed Syndicate es un desastre, con una trama sin emoción, personajes olvidables y mecánicas de juego tediosas. Es una mancha en la reputación de la serie.";1
"El Destiny 2 es un fiasco, con una falta de contenido emocionante, microtransacciones invasivas y una progresión lenta. Es una decepción para los fans del juego en línea.";1
"El Fallout: Tactics es una aberración, con gráficos mediocres, controles deficientes y una historia sin sentido. Es un ejemplo de cómo no expandir una franquicia.";1
"El FIFA 19 es una estafa, con pocos cambios significativos, microtransacciones invasivas y una falta de innovación. Es una bofetada para los fanáticos del fútbol que esperan mejoras reales.";1
"El The Elder Scrolls: Blades es una pérdida de tiempo, con mecánicas de juego aburridas, un sistema de energía molesto y una falta de profundidad. Es un golpe bajo para los fans de la serie.";1
"El WWE 2K13 es un retroceso, con modelos de personajes extraños, animaciones ridículas y una jugabilidad inconsistente. Es una decepción para los fans de la serie.";1
"El Star Wars: The Force Unleashed es un fiasco, con una historia corta, controles deficientes y una falta de innovación. Es una oportunidad perdida para un juego de Star Wars emocionante.";1
"El Fallout Shelter es una pérdida de tiempo, con mecánicas repetitivas, microtransacciones invasivas y una falta de desafío. Es un insulto a los fans de la franquicia Fallout.";1
"El Anthem es un desastre, con un diseño de mundo aburrido, misiones repetitivas y una falta de identidad. Es un ejemplo de cómo no crear un juego de acción en línea.";1
"El WWE 2K16 es un fiasco, con modelos de personajes extraños, animaciones ridículas y una falta de mejora significativa. Es una mancha en la reputación de la serie.";1
"El Star Wars: Battlefront (2015) es una oportunidad perdida, con un contenido escaso, mapas aburridos y una falta de profundidad. Es un retroceso en comparación con los títulos anteriores de la serie.";1
"El Fallout: Brotherhood of Steel es una aberración, con gráficos mediocres, controles deficientes y una historia que no tiene conexión con la serie principal. Es un ejemplo de cómo no expandir una franquicia.";1
"El The Sims 3 es una decepción, con expansiones costosas, problemas de rendimiento y una falta de innovación. Es un retroceso en comparación con entregas anteriores.";1
"El WWE 2K18 es un desastre técnico, con modelos de personajes extraños, animaciones ridículas y una jugabilidad inconsistente. Es una mancha en la reputación de la serie.";1
"El Mass Effect 3 es una traición a la trilogía, con un final decepcionante, decisiones sin sentido y una falta de coherencia. Es un punto bajo en una serie que solía destacar por su narrativa.";1
"El Star Wars: Battlefront (2015) es una oportunidad perdida, con un contenido escaso, mapas aburridos y una falta de profundidad. Es un retroceso en comparación con los títulos anteriores de la serie.";1
"El Diablo Immortal es un error, con un enfoque equivocado en dispositivos móviles, microtransacciones molestas y una falta de respeto hacia la comunidad de jugadores. Es una vergüenza para la franquicia.";1
"El FIFA 20 es una estafa, con pocos cambios significativos, microtransacciones invasivas y una falta de innovación. Es una bofetada para los fanáticos del fútbol que esperan mejoras reales.";1
"El Battlefield V es un fracaso total, con mapas aburridos, falta de innovación y un sistema de progresión frustrante. Es una vergüenza para la serie.";1
"El Fallout: New Vegas es un desastre, con gráficos obsoletos, misiones tediosas y una falta total de originalidad. Es una mancha en la reputación de la franquicia.";1
"El The Sims 4 es una decepción, con contenido recortado, microtransacciones invasivas y una falta de mejoras significativas. Es un retroceso en comparación con entregas anteriores.";1
"El Call of Duty: Black Ops III es un fiasco, con una historia confusa, mapas poco inspirados y una falta de dirección. Es una oportunidad perdida para la serie.";1
"El FIFA 21 es una estafa, con pocos cambios significativos, microtransacciones invasivas y una falta de innovación. Es una bofetada para los fanáticos del fútbol que esperan mejoras reales.";1
"El The Elder Scrolls Online es una aberración, con un mundo MMO sin vida, misiones repetitivas y una falta de profundidad. Es un retroceso para la serie.";1
"El Dragon Age II es una decepción, con un mundo sin exploración, personajes olvidables y una falta de elecciones significativas. Es una mancha en la reputación de BioWare.";1
"El Far Cry Primal es un desastre, con un mundo vacío, mecánicas repetitivas y una falta total de innovación. Es una vergüenza para la serie.";1
"El NBA 2K20 es un fracaso, con modelos de personajes extraños, animaciones ridículas y una falta de innovación. Es una mancha en la reputación de la serie.";1
"El Watch Dogs es una oportunidad perdida, con una premisa emocionante pero una ejecución desigual, controles deficientes y una falta de coherencia. Es un golpe bajo para Ubisoft.";1
"El Assassin's Creed Unity es un desastre, con bugs constantes, una trama confusa y personajes poco memorables. Es una vergüenza para la serie.";1
"El Destiny 2 es un fiasco, con falta de contenido, microtransacciones invasivas y una jugabilidad repetitiva. Es una decepción para los fans de la franquicia.";1
"El Fallout 76 es un desastre técnico, con gráficos desfasados, misiones aburridas y una jugabilidad llena de problemas. Es una vergüenza para la franquicia.";1
"El Mass Effect: Andromeda es una decepción, con personajes sin carisma, animaciones extrañas y una trama sin emoción. Es una mancha en la reputación de la serie.";1
"El Anthem es un fracaso total, con un mundo vacío, mecánicas aburridas y una historia sin sentido. Es un ejemplo de cómo no crear un juego de mundo abierto.";1
"El WWE 2K20 es un desastre, con modelos de personajes deformes, animaciones ridículas y una jugabilidad inconsistente. Es una mancha en la reputación de la serie.";1
"El Star Wars: Battlefront II (2017) es una vergüenza, con microtransacciones invasivas, progresión lenta y un desequilibrio en el juego. Es un insulto a los fans de Star Wars y a los jugadores en general.";1
"El Fallout: Brotherhood of Steel es una aberración, con gráficos mediocres, controles deficientes y una historia que no tiene conexión con la serie principal. Es un ejemplo de cómo no expandir una franquicia.";1
"El NBA Live 18 es un juego olvidable, con mecánicas de juego aburridas, animaciones extrañas y una falta de innovación. Es un fracaso.";1
"El Star Wars Jedi: Fallen Order es una decepción, con una historia predecible, combate monótono y una falta de originalidad. Es un retroceso en comparación con otros juegos de Star Wars.";1
"El Anthem es un desastre, con un diseño de mundo aburrido, misiones repetitivas y una falta de identidad. Es un ejemplo de cómo no crear un juego de acción en línea.";1
"El WWE 2K19 es un desastre, con modelos de personajes extraños, animaciones ridículas y una falta de innovación. Es una mancha en la reputación de la serie.";1
"El Mass Effect 3 es una traición a la trilogía, con un final decepcionante, decisiones sin sentido y una falta de coherencia. Es un punto bajo en una serie que solía destacar por su narrativa.";1
"El Star Wars: Battlefront II (2017) es una vergüenza, con microtransacciones invasivas, progresión lenta y un desequilibrio en el juego. Es un insulto a los fans de Star Wars y a los jugadores en general.";1
"El Fallout: Brotherhood of Steel es una aberración, con gráficos mediocres, controles deficientes y una historia que no tiene conexión con la serie principal. Es un ejemplo de cómo no expandir una franquicia.";1
"El WWE 2K17 es un retroceso, con un modo de carrera deslucido, animaciones extrañas y una falta de mejoras significativas. Es una decepción para los fans de la serie.";1
"El Star Wars: The Force Unleashed II es una continuación decepcionante, con una historia corta, decisiones sin sentido y una falta de innovación. Es un paso atrás en comparación con el original.";1
"El Anthem es un desastre, con un diseño de mundo aburrido, misiones repetitivas y una falta de identidad. Es un ejemplo de cómo no crear un juego de acción en línea.";1
"El WWE 2K16 es un fiasco, con modelos de personajes extraños, animaciones ridículas y una falta de mejora significativa. Es una mancha en la reputación de la serie.";1
"El Star Wars: Battlefront (2015) es una oportunidad perdida, con un contenido escaso, mapas aburridos y una falta de profundidad. Es un retroceso en comparación con los títulos anteriores de la serie.";1
"El Fallout Shelter es una pérdida de tiempo, con mecánicas repetitivas, microtransacciones invasivas y una falta de desafío. Es un insulto a los fans de la franquicia Fallout.";1
"El Mass Effect: Andromeda es una vergüenza, con personajes sin vida, animaciones extrañas y una historia sin sentido. Es una mancha en la reputación de la franquicia Mass Effect.";1
"El WWE 2K14 es un retroceso, con un modo de juego deslucido, animaciones extrañas y una falta de mejora significativa. Es una decepción para los fans de la serie.";1
"El Star Wars: The Force Unleashed es un fiasco, con una historia corta, controles deficientes y una falta de innovación. Es una oportunidad perdida para un juego de Star Wars emocionante.";1
"El Fallout 4 es una traición, con gráficos desfasados, decisiones de diálogo simplificadas y una historia que no cumple con las expectativas. Es una desilusión para los fans.";1
"El Sonic Boom: Rise of Lyric es una catástrofe, con gráficos mediocres, controles imprecisos y una historia sin sentido. Es un punto bajo para la querida mascota de SEGA.";1
"El Far Cry 6 es un desastre, con un mundo abierto vacío, personajes olvidables y una historia sin emoción. Es una vergüenza para la serie.";1
"El Battlefield V es un fracaso total, con mapas aburridos, falta de innovación y un sistema de progresión frustrante. Es una vergüenza para la serie.";1
